trigE,trigM,lep_n,jet_n,met_et,met_phi,lep_pt_0,lep_pt_1,lep_eta_0,lep_eta_1,lep_E_0,lep_E_1,lep_phi_0,lep_phi_1,lep_charge_0,lep_charge_1,lep_type_0,lep_type_1,lep_ptcone30_0,lep_ptcone30_1,lep_etcone20_0,lep_etcone20_1,lep_isTightID_0,lep_isTightID_1,jet_pt,jet_eta,jet_phi,jet_E,jet_MV2c10,sample,mLL,pTll,dphi_ll,dphi_ll_met
False,True,2,0,77600.72,1.5389562,31396.26953125,22052.986328125,0.29512646794319153,-0.09188947081565857,32773.6953125,22146.15625,-0.15048688650131226,0.10718027502298355,-1,1,13,11,0.0,0.0,-229.99066162109375,-132.24554443359375,1,1,0.0,0.0,0.0,0.0,0.0,ttbar,12.27688140235283,53.01988188602575,0.2576671615242958,1.583251996745079
