trigE,trigM,lep_n,jet_n,met_et,met_phi,lep_pt_0,lep_pt_1,lep_eta_0,lep_eta_1,lep_E_0,lep_E_1,lep_phi_0,lep_phi_1,lep_charge_0,lep_charge_1,lep_type_0,lep_type_1,lep_ptcone30_0,lep_ptcone30_1,lep_etcone20_0,lep_etcone20_1,lep_isTightID_0,lep_isTightID_1,jet_pt,jet_eta,jet_phi,jet_E,jet_MV2c10,sample,mLL,pTll,dphi_ll,dphi_ll_met
False,True,2,1,45707.176,0.95320517,46917.9921875,23871.083984375,-2.2497286796569824,-1.7634738683700562,224985.640625,71662.3359375,-1.8080825805664062,-2.232330322265625,-1,1,13,11,0.0,0.0,-94.70906829833984,-283.0322265625,1,1,23896.533203125,1.5862691402435303,1.5223075151443481,60844.6953125,-0.8328158259391785,Higgs,21.64828411831638,69.37230880964958,0.42424774169921875,2.903409859626899
True,True,2,0,51733.504,-2.8239577,38775.125,27598.328125,0.6681286692619324,0.8346322774887085,47756.4296875,37782.26953125,0.588704526424408,0.993719220161438,1,-1,11,13,0.0,0.0,-449.76470947265625,-398.8403625488281,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,14.243957852841975,65.0559851793045,0.40501469373703003,2.7025766432088947
True,False,2,1,39119.734,1.3514185,47339.35546875,17048.35546875,1.7659530639648438,0.8818883299827576,142448.046875,24119.025390625,3.108502149581909,-1.8282455205917358,-1,1,11,13,0.0,0.0,-502.1705017089844,-801.6531982421875,1,1,23538.861328125,0.8239297270774841,-0.5717076659202576,32355.36328125,-0.6618504524230957,Higgs,43.90839096246365,53.76589522234262,1.3464376370059412,2.071369979156488
True,True,2,1,42463.832,0.73833203,58730.16796875,40197.7734375,0.02430041879415512,-0.17045988142490387,58747.5078125,40783.33203125,-1.5774120092391968,-0.8444936275482178,1,-1,11,13,0.0,0.0,-93.14453125,-519.6561889648438,1,1,25352.525390625,0.20345427095890045,1.5329943895339966,26590.244140625,-0.8697875142097473,Higgs,36.08646565703665,92.59771975570692,0.732918381690979,2.0210585808195782
True,False,2,0,62860.074,-1.2449174,27561.69140625,22020.884765625,-1.0543290376663208,-1.8247541189193726,44353.3046875,70054.3203125,2.272099733352661,1.2265465259552002,1,-1,11,13,0.0,0.0,-442.02691650390625,-117.74466705322266,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,31.36284696669833,43.0491208462248,1.045553207397461,3.05854763975341
True,False,2,1,63682.38,-1.8938385,38211.53515625,24446.357421875,1.8280829191207886,1.1462464332580566,121945.78125,42343.5234375,0.30822357535362244,-1.393906593322754,-1,1,11,13,0.0,0.0,-408.3926086425781,-1726.981689453125,1,1,95732.890625,1.631128191947937,2.065218448638916,254389.4375,-0.7552406191825867,Higgs,50.63886226853157,42.58032481883837,1.7021301686763763,1.5965550817711405
True,False,2,1,48663.26,2.2030597,49191.0625,20442.072265625,-0.09811481088399887,-0.3332878649234772,49428.0234375,21588.240234375,-1.5307122468948364,-0.5658652186393738,1,-1,11,13,0.0,0.0,-321.6204833984375,-722.4449462890625,1,1,23389.75390625,1.9365955591201782,1.3947632312774658,82947.6171875,-0.8988379240036011,Higgs,30.357515597719104,63.11153433068318,0.9648470282554626,2.818900022110528
True,False,2,0,67289.79,0.5191702,33889.9765625,18868.1171875,-0.12459350377321243,-0.9614416360855103,34153.36328125,28281.671875,-2.640984535217285,-2.3477089405059814,1,-1,11,13,0.0,0.0,-183.99713134765625,-351.70843505859375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,23.00362082425927,52.23802185046718,0.2932755947113037,3.055546367005894
True,False,2,1,87304.19,-2.3400893,35042.59375,16468.609375,0.022269733250141144,-0.22481274604797363,35051.28515625,16886.86328125,1.5682991743087769,0.9619888663291931,1,-1,11,13,0.0,0.0,-94.17831420898438,-414.74786376953125,1,1,48354.7421875,1.1402071714401245,0.20964772999286652,83896.171875,-0.9480944275856018,Higgs,15.528736202313851,49.473972837388054,0.6063103079795837,2.565637930428765
True,True,2,0,66894.75,2.9715054,34179.953125,31473.00390625,1.6848576068878174,0.813289225101471,95313.4296875,42468.40625,0.01661854423582554,-0.3508179783821106,1,-1,11,13,0.0,0.0,-68.87442016601562,-1038.8980712890625,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,31.840798228753325,64.54999182303372,0.36743652261793613,3.1309439583884866
True,True,2,0,55260.277,2.1020086,35057.48046875,25191.208984375,-2.0358312129974365,-1.6585464477539062,136534.6875,68546.375,-1.9013950824737549,-0.453315794467926,1,-1,13,11,0.0,0.0,-268.9586486816406,-591.9555053710938,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,40.95460080092765,45.605186713869145,1.4480792880058289,2.860018372294234
False,True,2,0,49798.56,-1.2036952,38482.93359375,23317.62109375,-0.608035683631897,-1.2319707870483398,45818.65234375,43367.23046875,1.5972509384155273,2.048275947570801,1,-1,13,11,0.0,0.0,-69.7474365234375,-505.3067626953125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,23.243743738665334,60.33111864549872,0.45102500915527344,2.970221610949576
True,True,2,0,69762.18,-2.62398,43254.421875,28878.134765625,-0.013158148154616356,-0.22229667007923126,43258.16796875,29594.78515625,0.305056631565094,0.9416672587394714,1,-1,11,13,0.0,0.0,-634.1012573242188,-132.722412109375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,23.32800934188476,68.65670928826916,0.6366106271743774,3.101421650682907
True,False,2,0,49394.95,-1.9512672,39230.67578125,16652.296875,1.0809720754623413,0.2931749224662781,64471.8671875,17373.404296875,1.7512249946594238,0.5686602592468262,1,-1,11,13,0.0,0.0,-902.7146606445312,-693.193115234375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,35.19672540976467,48.07230733462495,1.1825647354125977,2.9070789903233596
False,True,2,0,40142.48,1.5238338,38560.18359375,24377.87890625,1.8255414962768555,1.2229009866714478,122761.8828125,44994.2890625,-1.9051222801208496,-1.174585223197937,-1,1,13,11,0.0,0.0,-240.8822021484375,-1036.5625,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,28.83751332092646,59.0037809441347,0.7305370569229126,3.1335344041724458
True,False,2,0,50348.95,-2.4335728,26980.734375,17798.400390625,-1.0418753623962402,-2.2681055068969727,42998.12109375,86897.09375,0.7778830528259277,0.7573750615119934,1,-1,11,13,0.0,0.0,-226.38082885742188,0.0,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,28.590336616989127,44.77687963859957,0.020507991313934326,3.0798807431613326
True,False,2,0,68037.94,3.0595994,52907.484375,17547.02734375,-0.7944008111953735,-0.5921474695205688,70498.3359375,20714.576171875,-0.2267061322927475,0.6699422001838684,1,-1,11,13,0.0,0.0,-622.656982421875,-336.56756591796875,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,27.125795956670064,65.31565890229456,0.8966483324766159,3.0748537289731575
True,True,2,0,37329.203,2.9700286,36208.44140625,25482.4375,-0.3616623282432556,-0.8586113452911377,38602.53515625,35466.859375,-0.6511934995651245,-0.351868212223053,1,-1,13,11,0.0,0.0,-471.12689208984375,-539.0401611328125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,17.73821204080553,61.0222245523772,0.29932528734207153,2.7854143918692715
True,True,2,1,36215.324,-2.2354524,38969.34765625,30346.076171875,-1.257952094078064,-0.8373878002166748,74089.46875,41622.12890625,0.9922115802764893,1.3885637521743774,-1,1,13,11,0.0,0.0,-641.1896362304688,-778.6207885742188,1,1,23881.71484375,-0.7499159574508667,-1.8036243915557861,31299.80078125,-0.9004353284835815,Higgs,19.890273775498674,67.97993770943123,0.3963521718978882,2.882322282961767
True,True,2,0,37069.684,-2.0344698,38277.91015625,29439.740234375,-1.066922664642334,-1.1677700281143188,62211.0234375,51900.4296875,1.7559666633605957,0.19869552552700043,-1,1,13,11,0.0,0.0,-335.071533203125,-338.2579345703125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,47.27337480896348,48.604306690371764,1.5572711378335953,3.1398579324852447
True,True,2,0,48911.785,2.6287878,46142.6875,25995.61328125,-0.2795378565788269,-0.05981221795082092,47957.40234375,26042.126953125,-0.16181378066539764,-1.3149160146713257,-1,1,13,11,0.0,0.0,-355.5973815917969,-26.9991455078125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,38.522591356488995,61.46616314716407,1.153102234005928,3.0956792992419757
True,False,2,1,33032.805,-2.7174165,76745.2421875,56501.01171875,-1.2853542566299438,-0.5493907332420349,149365.515625,65244.5078125,0.3168005347251892,0.26954466104507446,1,-1,13,11,0.0,0.0,-480.2677001953125,-403.24456787109375,1,1,99092.1640625,-0.7622293829917908,-2.852468729019165,129793.7890625,-0.9103742837905884,Higgs,49.66171376390194,133.20991995148697,0.047255873680114746,3.014179590516907
True,False,2,0,46507.89,2.6343317,41423.7578125,18795.470703125,0.24444544315338135,-1.24850332736969,42667.54296875,35448.94921875,-0.6459411382675171,-1.0305479764938354,-1,1,11,13,0.0,0.0,-627.6712646484375,-705.2481079101562,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,46.86559251438789,59.267182186931755,0.38460683822631836,2.883643959853681
True,True,2,0,73732.49,0.41203144,30548.216796875,25016.703125,-2.098229169845581,-2.194822072982788,126384.0546875,113698.1875,-2.468700885772705,2.960566997528076,1,-1,13,11,0.0,0.0,-166.44529724121094,-271.8704833984375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,23.05068911667024,50.628666577273336,0.853917423878805,3.0207533429468887
True,True,2,1,59561.94,-2.4826941,32344.5625,27751.15625,0.6630345582962036,0.01624448411166668,39718.58203125,27754.818359375,1.9597474336624146,0.45003780722618103,1,-1,13,11,0.0,0.0,-880.6205444335938,-774.409912109375,1,1,39531.1640625,1.9549518823623657,-1.3592778444290161,142694.546875,-0.42483535408973694,Higgs,45.5453299034508,43.88498524421146,1.5097096264362335,2.523819368253931
True,True,2,1,63741.383,-0.49222413,40326.796875,31401.861328125,-0.4237655997276306,-0.869368851184845,44002.32421875,44035.15625,1.8682969808578491,1.8380262851715088,-1,1,13,11,0.0,0.0,-220.071533203125,-615.1670532226562,1,1,21602.826171875,0.09557561576366425,-2.5413177013397217,22061.51953125,-0.8847797513008118,Higgs,16.02483050473006,71.72056980452851,0.030270695686340332,2.3472691378342914
True,False,2,0,45250.305,0.1437438,41053.83203125,16916.94921875,2.184802532196045,1.9058167934417725,184770.84375,58140.26171875,-2.592459201812744,-3.0492618083953857,1,-1,11,13,0.0,0.0,-611.2969970703125,-279.7802734375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,14.029466933812202,56.72911544287085,0.4568026065826416,2.868118096037553
True,False,2,0,37511.914,-2.9404752,47069.9296875,20881.99609375,-0.1341877430677414,-0.6881409287452698,47494.34375,26024.630859375,1.4522887468338013,-0.2935234010219574,-1,1,11,13,0.0,0.0,-289.582763671875,-522.5505981445312,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,51.16188962181857,48.055579621125574,1.7458121478557587,2.332589735945385
True,False,2,0,37899.39,-2.484872,27649.32421875,26493.712890625,1.7174339294433594,0.8875930309295654,79488.25,37633.41796875,0.936663806438446,0.5655259490013123,1,-1,11,13,0.0,0.0,-341.6484375,-732.4247436523438,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,25.175753267296876,53.21390623832655,0.3711378574371338,3.0432115267935593
True,True,2,0,54603.34,1.2699181,31855.42578125,29905.044921875,0.728844165802002,1.3498857021331787,40697.6953125,61548.48046875,-1.5181514024734497,-1.9393054246902466,-1,1,11,13,0.0,0.0,-742.71728515625,-927.2938232421875,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,23.363967300083814,60.397586725509804,0.4211540222167969,2.9918965609107326
True,True,2,0,34050.156,-0.96649456,42669.53515625,29581.345703125,1.669232726097107,1.5783348083496094,117266.28125,74740.1796875,3.020096778869629,-1.8361845016479492,-1,1,13,11,0.0,0.0,-190.46002197265625,-199.4001922607422,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,46.614212729774344,55.296845879859085,1.426904026662008,1.7386691888334411
True,False,2,1,40158.14,-1.6541117,35535.1796875,19883.96875,1.1412956714630127,2.4284095764160156,61302.22265625,113627.0703125,1.859191656112671,1.4938303232192993,1,-1,11,13,0.0,0.0,-277.1465148925781,-134.835205078125,1,1,23918.0078125,-1.1787075996398926,-0.9649142026901245,42785.1796875,-0.30545711517333984,Higgs,37.8765975575933,54.57110904768987,0.3653613328933716,2.90043635989998
True,True,2,0,44150.23,-0.764521,40104.16015625,26993.21875,0.6437082290649414,1.1067516803741455,48703.95703125,45283.13671875,2.3988497257232666,2.1718697547912598,1,-1,13,11,0.0,0.0,-56.692840576171875,-706.2506713867188,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,17.082649108637074,66.68226836978188,0.22697997093200684,3.072148899296204
False,True,2,0,49158.258,0.32837784,36575.00390625,26087.40625,0.9048654437065125,1.2592413425445557,52598.5390625,49652.38671875,-2.047640562057495,2.6185834407806396,1,-1,13,11,0.0,0.0,-536.1390991210938,-1241.270751953125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,46.01567367620473,43.93425333194794,1.6169613043414515,3.0109845122680037
True,False,2,0,53887.44,2.4444652,31233.421875,16408.166015625,-1.3083463907241821,-1.7726752758026123,62003.2890625,49687.80078125,-0.5225582122802734,-0.40358689427375793,1,-1,11,13,0.0,0.0,-152.8509521484375,-382.00885009765625,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,10.942430127386306,47.56548824934971,0.1189713180065155,2.926068387497344
True,False,2,1,46762.895,-0.118957385,68049.5390625,22477.05078125,2.267993211746216,1.1273679733276367,332201.375,38339.296875,2.924376964569092,2.8222901821136475,-1,1,11,13,0.0,0.0,-427.88092041015625,-757.1657104492188,1,1,39659.23046875,0.3164689838886261,-0.3347972333431244,41939.16796875,-0.932215690612793,Higgs,47.23604696888542,90.43857998075686,0.10208678245544434,3.018003664537755
True,False,2,1,39635.453,-0.8975499,47653.015625,17118.900390625,-1.9807987213134766,-1.6414023637771606,175994.25,45845.49609375,2.7491793632507324,2.4175784587860107,1,-1,11,13,0.0,0.0,-261.06451416015625,-347.4482727050781,1,1,29585.099609375,-0.7856409549713135,-0.13308016955852509,39639.50390625,-0.8436739444732666,Higgs,13.555653871154362,64.08212678384547,0.3316009044647217,2.723535364623153
True,False,2,0,55455.125,-0.24988942,40913.35546875,21868.25,0.006401538383215666,0.4259628653526306,40914.1953125,23882.599609375,2.4332942962646484,3.058903455734253,-1,1,11,13,0.0,0.0,-882.2650756835938,-384.12774658203125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,22.33208674511389,60.02189623939396,0.6256091594696045,2.8981894600410456
False,True,2,1,40309.13,1.9139117,37580.98046875,24666.8125,1.3696963787078857,1.9011467695236206,78701.0390625,84397.046875,-2.4318368434906006,-1.4777634143829346,1,-1,13,11,0.0,0.0,-779.2659301757812,-318.20672607421875,1,1,21591.171875,-1.0119346380233765,0.9290615916252136,33928.83203125,-0.50969398021698,Higgs,32.399954331454246,55.615408769341485,0.954073429107666,2.307653885782302
True,False,2,0,51399.496,0.9358027,34145.32421875,16058.61328125,0.8250147104263306,-0.5422892570495605,46440.08203125,18478.58984375,-2.086963176727295,-1.6883138418197632,-1,1,11,13,0.0,0.0,-672.7305297851562,-280.603759765625,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,35.792414443388964,49.340070156048824,0.39864933490753174,2.896089158471546
True,False,2,1,36543.05,-3.1184726,44702.62890625,15544.4755859375,-0.06195515766739845,-0.47246164083480835,44788.44921875,17312.23046875,-0.5496007800102234,0.4345928132534027,1,-1,11,13,0.0,0.0,-33.7060546875,-461.27862548828125,1,1,20830.61328125,1.9904361963272095,2.526401996612549,77719.46875,-0.802829384803772,Higgs,27.18878400147184,54.85649652214782,0.9841935932636261,2.8071138644962694
True,True,2,1,37124.34,-1.6967248,36992.8828125,29668.447265625,1.0789018869400024,1.6639999151229858,60694.52734375,81139.859375,1.2305880784988403,0.5713928937911987,1,-1,11,13,0.0,0.0,-78.58287048339844,-183.853515625,1,1,29904.576171875,-2.0293455123901367,-2.8952081203460693,115864.9140625,-0.5881504416465759,Higgs,29.09399389465709,63.11766364121659,0.6591951847076416,2.6352832118518714
True,True,2,1,36346.75,-1.3983352,47129.23828125,34287.6015625,-0.757723867893219,-1.0368006229400635,61318.69140625,54427.57421875,0.8508719801902771,0.12561427056789398,-1,1,13,11,0.0,0.0,-438.9659423828125,-114.51022338867188,1,1,68568.875,2.028540849685669,-3.0711238384246826,265371.125,-0.7475917339324951,Higgs,30.66026136254977,76.25828102210866,0.7252577096223831,1.9463498245873172
True,False,2,1,59613.926,2.618066,41002.61328125,17701.265625,1.0302411317825317,-0.1720973551273346,64756.703125,17964.357421875,-1.1453181505203247,-1.7772035598754883,-1,1,11,13,0.0,0.0,-89.49102783203125,-720.2415161132812,1,1,34370.75390625,0.051509276032447815,0.9845897555351257,34809.19921875,-0.9034640789031982,Higgs,38.2381587145403,56.266014199097675,0.6318854093551636,2.3328910314891775
False,True,2,0,54576.9,2.0627017,34261.42578125,22846.890625,-1.1898117065429688,-1.366357445716858,61512.04296875,47705.1796875,-0.9123761653900146,-1.3207148313522339,1,-1,13,11,0.0,0.0,-473.9447021484375,-42.17474365234375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,12.37644766154049,55.970031055025906,0.40833866596221924,3.13788576950023
True,False,2,0,68766.875,-0.03185587,30529.37890625,26865.6875,0.8952919840812683,-0.6670061945915222,43604.17578125,33066.97265625,3.0679450035095215,2.7123944759368896,-1,1,11,13,0.0,0.0,-809.4551391601562,-219.58407592773438,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,50.46087610939934,56.4942095941374,0.35555052757263184,2.933494088377336
False,True,2,0,59316.625,-1.769586,32545.8515625,23114.890625,0.1431346833705902,-0.13455353677272797,32879.984375,23324.44921875,1.7723342180252075,0.6373065710067749,1,-1,13,11,0.0,0.0,-577.048583984375,-422.481689453125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,30.461020134163654,47.20834815779315,1.1350276470184326,3.0819993480239276
True,True,2,0,50150.75,-2.8016376,42339.171875,26708.681640625,-0.20253151655197144,-0.03034215234220028,43210.5,26721.185546875,-0.24747729301452637,1.2573165893554688,-1,1,11,13,0.0,0.0,-72.080322265625,-85.29913330078125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,46.32593187346908,51.527905236010646,1.5047938823699951,3.097743189889788
True,False,2,0,52300.477,1.1562525,45424.640625,15777.7421875,1.2752103805541992,1.5875743627548218,87642.90625,40204.109375,-1.0529876947402954,-2.0365231037139893,-1,1,11,13,0.0,0.0,-741.1639404296875,0.0,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,26.63973697769883,55.736484182451896,0.9835354089736938,2.4471286572333604
True,False,2,1,113887.86,-1.1685674,28799.36328125,16038.65234375,-1.6947253942489624,-2.0041966438293457,81052.9296875,60585.29296875,1.3655328750610352,0.33037471771240234,1,-1,11,13,0.0,0.0,-770.480224609375,-681.6915893554688,1,1,75851.71875,0.5639023780822754,2.1195991039276123,88888.1796875,-0.44547951221466064,Higgs,22.291174625403503,39.473319488991756,1.0351581573486328,2.177160152147138
True,False,2,0,53621.207,-0.3733522,29543.5078125,15473.490234375,-0.46034377813339233,-1.4441801309585571,32729.55859375,34616.796875,2.9045956134796143,2.570725679397583,-1,1,11,13,0.0,0.0,-119.62643432617188,-566.0354614257812,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,23.018054747658507,44.452722892633965,0.33386993408203125,3.1195555895933937
True,False,2,0,63553.613,-2.2957692,32181.421875,19070.080078125,1.2037423849105835,0.4216243028640747,58451.671875,20790.623046875,1.0302802324295044,-0.05658122897148132,1,-1,11,13,0.0,0.0,-1122.802490234375,-701.6038818359375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,32.423346188727635,44.38897656619793,1.0868614614009857,2.9359493952422433
False,True,2,0,38816.363,-2.8340387,31387.5234375,24847.978515625,1.2884043455123901,1.735105037689209,61248.2109375,72629.4609375,0.7416507601737976,-0.9052733778953552,1,-1,13,11,0.0,0.0,-517.141357421875,-630.6107177734375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,42.8566894521369,38.52228777513132,1.6469241380691528,2.8770710261559724
False,True,2,0,57919.246,1.3386929,27910.63671875,25297.0625,-1.574510097503662,-1.9692035913467407,70271.8671875,92391.6484375,-2.1096889972686768,-1.5395550727844238,-1,1,13,11,0.0,0.0,-361.90185546875,-452.96563720703125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,18.29707491947599,51.065676410877174,0.5701339244842529,3.1054767632478057
False,True,2,0,50642.188,0.417703,30035.595703125,23381.681640625,-1.3547537326812744,-0.39901259541511536,62080.921875,25267.818359375,-2.6868414878845215,-2.7205662727355957,1,-1,13,11,0.0,0.0,-852.578857421875,-603.0194702148438,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,26.317949706097608,53.40980102421852,0.03372478485107422,3.119306225943619
True,True,2,0,88161.305,0.37301055,41794.4296875,32245.724609375,-1.31291925907135,-1.2615596055984497,83297.1796875,61494.87890625,-1.6740001440048218,-1.1101163625717163,-1,1,11,13,0.0,0.0,-175.50436401367188,-1118.7159423828125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,20.51437509254414,71.16642891378552,0.5638837814331055,1.8024076325029774
False,True,2,1,59385.8,0.54796016,56118.25,25404.04296875,-2.038344144821167,-2.070734739303589,219089.296875,102336.8984375,2.7891266345977783,-2.6323561668395996,1,-1,13,11,0.0,0.0,-338.9168395996094,-52.705474853515625,1,1,37639.57421875,1.5819696187973022,-1.131602168083191,95568.3515625,-0.9223901033401489,Higgs,31.562141222550892,75.1745390683845,0.8617025057422083,2.500540813368092
True,False,2,1,60536.36,-1.646692,41024.046875,16249.298828125,-0.6036296486854553,-0.858302116394043,48727.69921875,22611.4140625,1.7709294557571411,-2.7218775749206543,1,-1,11,13,0.0,0.0,-411.77630615234375,-248.32449340820312,1,1,22894.3515625,1.9381017684936523,0.8759852051734924,81211.890625,-0.7919708490371704,Higgs,40.83011592503399,40.70143868731758,1.7903782765017908,2.4653172307535485
True,False,2,0,45934.766,0.97329825,37938.4921875,23822.673828125,0.19134843349456787,0.8311073780059814,38635.15625,32535.111328125,-1.279868483543396,-2.842418909072876,1,-1,11,13,0.0,0.0,-236.49713134765625,-899.336669921875,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,46.64112035205627,44.96391930635193,1.56255042552948,2.8115309299389293
True,False,2,1,64253.62,-3.1057246,34291.3046875,17048.8984375,-0.3781822919845581,-1.3934036493301392,36772.875,36457.23828125,0.10999461263418198,-0.5255573987960815,1,-1,11,13,0.0,0.0,-606.8382568359375,-87.099609375,1,1,25765.66796875,1.3241589069366455,0.5396221280097961,52209.8828125,-0.8097202777862549,Higgs,29.739393307387605,49.06640381986578,0.6355520114302635,3.0079645921756715
True,False,2,0,49391.35,-2.7248158,34222.16015625,28868.458984375,0.6401460766792297,0.23137620091438293,41476.80078125,29644.8359375,-0.3526815176010132,0.4820159375667572,1,-1,11,13,0.0,0.0,-524.7260131835938,-1067.937744140625,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,28.577269450456175,57.71616055289455,0.8346974551677704,2.7518753722803115
True,False,2,1,32709.895,-1.6668919,25975.212890625,17888.775390625,-0.39426547288894653,-0.8268440961837769,28020.36328125,24360.44921875,2.736140012741089,1.7076166868209839,1,-1,11,13,0.0,0.0,-414.85015869140625,-825.36376953125,1,1,20536.853515625,-1.1159889698028564,0.3139330744743347,34910.30859375,-0.791020393371582,Higgs,23.195508250319218,38.39703468114955,1.028523325920105,2.29063607313043
True,False,2,0,57904.605,3.1391842,32430.443359375,23833.8359375,0.41793620586395264,-0.5863332748413086,35304.234375,28049.63671875,-0.09214721620082855,1.0163593292236328,1,-1,11,13,0.0,0.0,-30.05865478515625,-15.669189453125,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,41.27637753678217,48.05463074369814,1.1085065454244614,2.771370427357016
True,False,2,0,50967.688,1.3021594,41413.92578125,18805.66015625,1.1711673736572266,1.227683663368225,73214.8671875,34849.72265625,-2.129079580307007,-1.3756177425384521,-1,1,11,13,0.0,0.0,-1090.199951171875,-402.667724609375,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,20.593707616283325,56.61082943367812,0.7534618377685547,3.081224802980456
True,True,2,1,57347.953,2.3957314,43908.8984375,29261.451171875,-2.1168148517608643,-2.4022128582000732,184967.515625,162958.71875,-1.0192184448242188,-1.140541672706604,1,-1,11,13,0.0,0.0,-413.76800537109375,-158.08761596679688,1,1,24696.845703125,-2.202810525894165,1.2930686473846436,113174.5390625,0.3842356503009796,Higgs,11.14691451780047,73.04116166922347,0.12132322788238525,2.8197315306603983
True,False,2,0,42930.734,-1.459806,38873.57421875,20691.712890625,-2.08152174949646,-1.2779003381729126,158242.640625,40014.9921875,2.107332706451416,0.6485183238983154,1,-1,11,13,0.0,0.0,-1207.1280517578125,-679.6131591796875,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,44.463211327389416,46.03339292402951,1.4588143825531006,3.1040895944615494
False,True,2,1,57392.473,-2.3771417,65976.53125,25349.505859375,-1.4006373882293701,-1.5482653379440308,141988.96875,62308.08203125,0.48303312063217163,1.1584246158599854,-1,1,13,11,0.0,0.0,-1072.8138427734375,-243.7451171875,1,1,27213.357421875,-0.4176143705844879,-2.5472614765167236,29756.0703125,-0.2990192472934723,Higgs,27.764326491120286,87.21297701612853,0.6753914952278137,3.0429129565052406
True,True,2,0,73364.75,-1.6543785,34908.83203125,30178.134765625,-0.8254107236862183,-1.4848837852478027,47491.25390625,70028.15625,1.7298400402069092,1.1782282590866089,-1,1,11,13,0.0,0.0,-1306.5439453125,-987.889404296875,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,28.06270948862766,62.64032197916602,0.5516117811203003,3.1289803605260476
True,True,2,1,57887.258,-2.2861378,38116.81640625,37693.44140625,-0.780064046382904,-0.7695637345314026,50313.98046875,49416.95703125,2.189014434814453,1.744998812675476,-1,1,11,13,0.0,0.0,-190.9306640625,-307.31396484375,1,1,54185.4453125,0.4019370377063751,-0.1335684061050415,59351.4296875,-0.8645842671394348,Higgs,16.697038611669665,73.94972957482558,0.44401562213897705,2.028780245970755
False,True,2,0,61799.67,2.0199046,29227.16796875,22264.54296875,-1.2630800008773804,-2.0508768558502197,55810.51953125,87982.1015625,-1.1005827188491821,-1.0540642738342285,-1,1,13,11,0.0,0.0,-681.2890014648438,-57.82964324951172,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,20.654058328383368,51.478037965434275,0.04651844501495361,3.10037374079155
False,True,2,0,43108.0,-1.0677717,38509.94140625,29271.83203125,0.6709690093994141,0.7622115015983582,47508.65234375,38194.671875,-2.9739112854003906,2.4492413997650146,1,-1,11,13,0.0,0.0,-298.40191650390625,-262.41607666015625,1,1,0.0,0.0,0.0,0.0,0.0,Higgs,28.160808748014702,61.73110076017699,0.860032622014181,2.2737281088681636
True,False,2,1,71859.59,-1.1477927,48138.6328125,19184.90625,-0.8541775345802307,-1.5485162734985352,66794.140625,47166.671875,2.909358024597168,1.3616832494735718,-1,1,11,13,0.0,0.0,-410.63446044921875,-252.56512451171875,1,1,24589.81640625,-2.084744453430176,0.9857699871063232,100529.140625,-0.7572221755981445,Higgs,47.621285951744525,52.23113940418864,1.5476747751235962,2.6020418900999083
